"etf_tck_cd","tck_iem_cd","mkt_vlu","fc_sec_eng_nm","fc_sec_krl_nm","stk_qty","wht_pct","sec_tp"
VT,"601377.SHG",221345,Industrial Securities Co. Ltd. Class A,Industrial Securities Co Ltd,318650,0.0,ST
VT,"1717",2346,Ausnutria Dairy Corp. Ltd.,AUSNUTRIA,8283,0.0,-
VT,"2767",189643,Tsuburaya Fields Holdings Inc.,쓰부라야필즈홀딩스,17682,0.0,-
VT,"4722",163986,Future Corp.,퓨처아키텍트,17200,0.0,-
VT,"8018",189346,Sankyo Seiko Co. Ltd.,산쿄세이코,40900,0.0,-
VT,"6100",48403,Tongdao Liepin Group,TONGDAO LIEPIN,173000,0.0,-
VT,"6340",182784,Shibuya Corp.,시부야공업,8200,0.0,-
VT,"000966.SHE",60491,CHN Energy Changyuan Electric Power Co. Ltd. Class A,CHN Energy Changyuan Electric Power Co Ltd,99800,0.0,ST
VT,"603997.SHG",145356,Ningbo Jifeng Auto Parts Co. Ltd. Class A,Ningbo Jifeng Auto Parts Co,103400,0.0,ST
VT,"2171",114373,CARsgen Therapeutics Holdings Ltd.,CARSGEN-B,186000,0.0,-
VT,KAREL.IS,95646,Karel Elektronik Sanayi ve Ticaret AS,-,201554,0.0,-
VT,SEM.LS,92480,Semapa-Sociedade de Investimento e Gestao,-,5989,0.0,-
VT,"8074",215730,Yuasa Trading Co. Ltd.,유아사상사,6100,0.0,-
VT,"300222.SHE",137553,CSG Smart Science&Technology Co. Ltd. Class A,Csg Smart Science&Technology Co Ltd,186700,0.0,ST
VT,"6184",9904,Kamakura Shinsho Ltd.,가마쿠라신쇼,3700,0.0,-
VT,"603927.SHG",20429,Sinosoft Co. Ltd. Class A,Sinosoft Co Ltd,8232,0.0,ST
VT,"7943",240912,Nichiha Corp.,니치하,11300,0.0,-
VT,"2255",139784,Haichang Ocean Park Holdings Ltd.,해창해양공원,1564000,0.0,-
VT,QH-F,234626,Quality Houses PCL,-,4710983,0.0,-
VT,"300116.SHE",7844,Blivex Energy Technology Co. Ltd. Class A,Baoli New Energy Technology Co Ltd,518200,0.0,ST
VT,SUI.JO,192794,Sun International Ltd./South Africa,-,95252,0.0,-
VT,FLOT.ME,0,Sovcomflot PJSC,-,170280,0.0,-
VT,"6986",128253,Futaba Corp.,후타바전자,31400,0.0,-
VT,"600877.SHG",38276,CETC Chips Technology Inc. Class A,CETC Energy Joint Stock Co Ltd,26000,0.0,ST
VT,"000501.SHE",105272,Wushang Group Co. Ltd. Class A,Wushang Group Co Ltd,114800,0.0,ST
VT,"600559.SHG",55664,Hebei Hengshui Laobaigan Liquor Co. Ltd. Class A,Hebei Hengshui Laobaigan Liquor Co Ltd,22300,0.0,ST
VT,"002597.SHE",33886,Anhui Jinhe Industrial Co. Ltd. Class A,Anhui Jinhe Industrial Co Ltd,12400,0.0,ST
VT,"601615.SHG",101659,Ming Yang Smart Energy Group Ltd. Class A,Ming Yang Smart Energy Group Ltd,78400,0.0,ST
VT,"688072",201431,Piotech Inc. Class A,-,12241,0.0,-
VT,"000933.SHE",179413,Henan Shenhuo Coal Industry & Electricity Power Co. Ltd. Class A,Henan Shenhuo Coal & Power Co Ltd,64600,0.0,ST
VT,"002945.SHE",66833,Chinalin Securities Co. Ltd. Class A,ChinaLin Securities Co Ltd,48700,0.0,ST
VT,"7366",66136,LITALICO Inc.,리타리코,6100,0.0,-
VT,F83.SI,42242,COSCO SHIPPING International Singapore Co. Ltd.,-,379700,0.0,-
VT,"002332.SHE",47185,Zhejiang Xianju Pharmaceutical Co. Ltd. Class A,Zhejiang Xianju Pharmaceutical Co Ltd,30100,0.0,ST
VT,"001896.SHE",31804,Henan Yuneng Holdings Co. Ltd. Class A,Henan Yuneng Holdings Co Ltd,53600,0.0,ST
VT,"688281.SHG",41025,Shaanxi Huaqin Technology Industry Co. Ltd. Class A,Shaanxi Huaqin Technology Industry Co. Ltd. A,3581,0.0,ST
VT,"8159",116314,Tachibana Eletech Co. Ltd.,다치바나일레테크,6100,0.0,-
VT,"600782.SHG",62308,Xinyu Iron & Steel Co. Ltd. Class A,Xinyu Iron & Steel Co Ltd,136500,0.0,ST
VT,ENIC,184755,Enel Chile SA ADR,에넬 칠레,65984,0.0,ST
VT,"293940",152689,Shinhan Alpha REIT Co. Ltd.,신한알파리츠,33379,0.0,RT
VT,"6191",48565,Airtrip Corp.,에어트립,5625,0.0,-
VT,"6222",122162,Shima Seiki Manufacturing Ltd.,시마정밀기계,11600,0.0,-
VT,"601077.SHG",103217,Chongqing Rural Commercial Bank Co. Ltd. Class A,Chongqing Rural Commercial Bank Co,149400,0.0,ST
VT,"002518.SHE",33327,Shenzhen Kstar Science And Technology Co. Ltd. Class A,Shenzhen Kstar Science & Technology Co Ltd,13700,0.0,ST
VT,"9070",227256,Tonami Holdings Co. Ltd.,도나미홀딩스,5600,0.0,-
VT,"603596.SHG",122747,Bethel Automotive Safety Systems Co. Ltd. Class A,Bethel Automotive Safety Systems Co Ltd Class A,22960,0.0,ST
VT,"002439.SHE",79445,Venustech Group Inc. Class A,Beijing Venustech Inc,33500,0.0,ST
VT,"002351.SHE",53178,Edifier Technology Co. Ltd. Class A,Edifier Technology Co Ltd,29474,0.0,ST
VT,"9716",154710,Nomura Co. Ltd.,노무라공예,28600,0.0,-
VT,"3632",96781,Gree Inc.,그리,29100,0.0,-
VT,"486",0,United Co. RUSAL International PJSC,러시아알루미늄,1172328,0.0,-
VT,"301308.SHE",238299,Shenzhen Longsys Electronics Co. Ltd. Class A,Shenzhen Longsys Electronics Co. Ltd. A,18400,0.0,ST
VT,"603156.SHG",197855,Hebei Yangyuan Zhihui Beverage Co. Ltd. Class A,Hebei Yangyuan ZhiHui Beverage Co Ltd,67700,0.0,ST
VT,"1686",74281,SUNeVision Holdings Ltd.,신이네트워크,228000,0.0,-
VT,"002646.SHE",23313,Qinghai Huzhu TianYouDe Highland Barley Spirit Co. Ltd. Class A,Qinghai Huzhu Barley Wine Co Ltd,16600,0.0,ST
VT,"688536.SHG",74985,"3peak Inc. Class A","3Peak Inc",5587,0.0,ST
VT,"002023.SHE",46233,Sichuan Haite High-tech Co. Ltd. Class A,Sichuan Haite High-tech Co Ltd,36800,0.0,ST
VT,"603520.SHG",12837,Zhejiang Starry Pharmaceutical Co. Ltd. Class A,Zhejiang Starry Pharm Co Ltd,9800,0.0,ST
VT,"78520",105549,Able C&C Co. Ltd.,에이블씨엔씨,15248,0.0,ST
VT,"11930",116525,Shinsung E&G Co. Ltd.,신성이엔지,81277,0.0,ST
VT,"002214.SHE",178224,ZheJiang Dali Technology Co. Ltd. Class A,Zhe Jiang Dali Technology Co Ltd,114920,0.0,ST
VT,"603025.SHG",100412,Beijing Dahao Technology Corp. Ltd. Class A,BeiJing DaHao Technology Co Lt,52800,0.0,ST
VT,"603733.SHG",96530,Xianhe Co. Ltd. Class A,Xianhe Co Ltd,39900,0.0,ST
VT,"000516.SHE",27766,Xian International Medical Investment Co. Ltd. Class A,Xian International Medical Investment Co Ltd,43200,0.0,ST
VT,"1800",114026,Orion Holdings Corp.,오리온홀딩스,10345,0.0,ST
VT,"600161.SHG",190656,Beijing Tiantan Biological Products Corp. Ltd. Class A,Beijing Tiantan Biological Products Corp Ltd,56880,0.0,ST
VT,"9882",150370,Yellow Hat Ltd.,옐로우햇,10500,0.0,-
VT,"000598.SHE",120898,Chengdu Xingrong Environment Co. Ltd. Class A,Chengdu Xingrong Investment Co Ltd,116800,0.0,ST
VT,SIMH3.SA,150145,SIMPAR SA,-,157472,0.0,-
VT,"601908.SHG",37688,Beijing Jingyuntong Technology Co. Ltd. Class A,Beijing Jingyuntong Technology Co Ltd,108400,0.0,ST
VT,"300769.SHE",31674,Shenzhen Dynanonic Co. Ltd. Class A,Shenzhen Dynanonic Co Ltd,8184,0.0,ST
VT,"000887.SHE",51401,Anhui Zhongding Sealing Parts Co. Ltd. Class A,Anhui Zhongding Sealing Parts Co Ltd,30600,0.0,ST
VT,"4047",133632,Kanto Denka Kogyo Co. Ltd.,간토덴카공업,22400,0.0,-
VT,BPOST.SW,143460,bpost SA,-,44296,0.0,-
VT,"3708",92322,Tokushu Tokai Paper Co. Ltd.,도쿠슈토카이제지,4000,0.0,-
VT,"601866.SHG",231698,COSCO SHIPPING Development Co. Ltd. Class A,Cosco Shipping Development Co Ltd,652900,0.0,ST
VT,"600675.SHG",121756,China Enterprise Co. Ltd. Class A,China Enterprise Co Ltd,358800,0.0,ST
VT,"000408.SHE",231740,Zangge Mining Co. Ltd. Class A,Zangge Holding Co Ltd,70099,0.0,ST
VT,"6110",242372,Sam-A Aluminum Co. Ltd.,삼아알미늄,4619,0.0,ST
VT,"5263",182169,Brogent Technologies Inc.,-,36529,0.0,-
VT,PACB,197200,Pacific Biosciences of California Inc.,퍼시픽 바이오사이언스 캘리포니아,143942,0.0,ST
VT,"300627.SHE",208273,Shanghai Huace Navigation Technology Ltd. Class A,Shanghai Huace Navigation Technology Ltd,50820,0.0,ST
VT,"7106.KL",133373,Supermax Corp. Bhd.,-,719433,0.0,-
VT,"8125",144412,Wakita & Co. Ltd.,와키타,13400,0.0,-
VT,ENGRO,206985,Engro Corp. Ltd./Pakistan,-,173226,0.0,-
VT,"603556.SHG",107511,Hexing Electrical Co. Ltd. Class A,Hexing Electrical Co Ltd,16700,0.0,ST
VT,"002677.SHE",86512,Zhejiang Meida Industrial Co. Ltd. Class A,Zhejiang Meida Industrial Co Ltd,77500,0.0,ST
VT,OLGERD.IC,188740,Olgerdin Egill Skallagrims HF,-,1484761,0.0,-
VT,"603033.SHG",142434,Sanwei Holding Group Co. Ltd.,Zhejiang Sanwei Rubber Item Co,88600,0.0,ST
VT,"2211",183699,Fujiya Co. Ltd.,후지야,11300,0.0,-
VT,"600284.SHG",110058,Shanghai Pudong Construction Co. Ltd. Class A,Shanghai Pudong Road & Bridge Construction Co Ltd,150100,0.0,ST
VT,"600395.SHG",83020,Guizhou Panjiang Refined Coal Co. Ltd. Class A,Guizhou Panjiang Refined Coal Co Ltd,100400,0.0,ST
VT,"600971.SHG",136112,Anhui Hengyuan Coal Industry and Electricity Power Co. Ltd. Class A,Anhui Hengyuan Coal Industry and Electricity Power Co Ltd,82800,0.0,ST
VT,"688009.SHG",174621,China Railway Signal & Communication Corp. Ltd. Class A,Railway Signal Communication Ltd,211551,0.0,ST
VT,"0QEJ.L",29876,Rizzoli Corriere Della Sera Mediagroup SPA,-,37870,0.0,-
VT,"1963",190728,Bank of Chongqing Co. Ltd. Class H,중경은행,295500,0.0,-
VT,"601928.SHG",168896,Jiangsu Phoenix Publishing & Media Corp. Ltd. Class A,Jiangsu Phoenix Publishing & Media Corp Ltd,112200,0.0,ST
VT,"688016.SHG",91401,Shanghai MicroPort Endovascular MedTech Group Co. Ltd. Class A,MicroPort Endovascular MedTech Ltd,6783,0.0,ST
VT,"7085",127229,Curves Holdings Co. Ltd.,커브스홀딩스,26104,0.0,-
VT,"002850.SHE",115510,Shenzhen Kedali Industry Co. Ltd. Class A,Shenzhen Kedali Industry Co Ltd,11000,0.0,ST
VT,BAJAJCON.BO,149498,Bajaj Consumer Care Ltd.,-,47271,0.0,-
VT,"000627.SHE",19151,Hubei Biocause Pharmaceutical Co. Ltd. Class A,Hubei Biocause Pharmaceutical,79700,0.0,ST
VT,TS0U.SI,231066,OUE REIT,-,1210175,0.0,-
VT,"2096",196516,Simcere Pharmaceutical Group Ltd.,SIMCERE PHARMA,268000,0.0,-
VT,"600988.SHG",108073,Chifeng Jilong Gold Mining Co. Ltd. Class A,Chifeng Jilong Gold Mining Co Ltd,48300,0.0,ST
VT,"688303.SHG",81168,Xinjiang Daqo New Energy Co. Ltd. Class A,Xinjiang Daqo New Energy Co Ltd,28943,0.0,ST
VT,"3835",67529,Ebase Co. Ltd.,E베이스,15000,0.0,-
VT,"300376.SHE",30614,East Group Co. Ltd. Class A,East Group Co Ltd,55600,0.0,ST
VT,EBEBK.E,107229,Ebebek Magazacilik AS,-,74455,0.0,-
VT,"300979.SHE",72024,Huali Industrial Group Co. Ltd. Class A,Huali Industrial Group Company Limited,8600,0.0,ST
VT,ASK,239089,Abacus Storage King,-,309567,0.0,-
VT,SNGSP.ME,0,Surgutneftegas OAO Preference Shares,-,3000000,0.0,-
VT,"002074.SHE",148441,Gotion High-tech Co. Ltd. Class A,Gotion High tech Co Ltd,56400,0.0,ST
VT,"1520",111493,Tongyang Inc.,동양,175206,0.0,ST
VT,"57050",73119,Hyundai Home Shopping Network Corp.,현대홈쇼핑,1970,0.0,ST
VT,KLSER.E,69830,Kaleseramik Canakkale Kalebodur Seramik Sanayi AS,-,52196,0.0,-
VT,"2128",180713,China Lesso Group Holdings Ltd.,중국롄쑤그룹,453000,0.0,-
VT,"300253.SHE",128424,Winning Health Technology Group Co. Ltd. Class A,Shanghai Kingstar Winning Software,158600,0.0,ST
VT,"9900",133728,Sagami Holdings Corp.,사가미홀딩스,12700,0.0,-
VT,"1268",85255,China Meidong Auto Holdings Ltd.,미동자동차,318000,0.0,-
VT,"6510",98357,Chunghwa Precision Test Tech Co. Ltd.,-,7000,0.0,-
VT,"3691.TWO",69470,Gigasolar Materials Corp.,-,15519,0.0,-
VT,"300661.SHE",216048,SG Micro Corp. Class A,SG Micro Corp,19017,0.0,ST
VT,"600773.SHG",43364,Tibet Urban Development and Investment Co. Ltd. Class A,Tibet Urban Development and Investment Co Ltd,30600,0.0,ST
VT,HMSP.JK,187509,Hanjaya Mandala Sampoerna Tbk PT,-,4323200,0.0,-
VT,"002258.SHE",12503,Lier Chemical Co. Ltd. Class A,Lier Chemical Co Ltd,11340,0.0,ST
VT,"000927.SHE",80124,China Railway Materials Co. Ltd. Class A,China Railway Materials Co Ltd,244900,0.0,ST
VT,"300463.SHE",98070,Maccura Biotechnology Co. Ltd. Class A,Maccura Biotechnology Co Ltd,62700,0.0,ST
VT,"300567.SHE",72926,Wuhan Jingce Electronic Group Co. Ltd. Class A,Wuhan Jingce Electronic Technology Co Ltd,9400,0.0,ST
VT,"002063.SHE",66311,YGSOFT Inc. Class A,YGSOFT Inc,92102,0.0,ST
VT,AGUA.MX,107203,Grupo Rotoplas SAB de CV,-,71921,0.0,-
VT,"3694",36280,Optim Corp.,옵팀,8298,0.0,-
VT,"300735.SHE",98173,DBG Technology Co. Ltd. Class A,DBG Technology Co Ltd Class A,33200,0.0,ST
VT,"300428.SHE",82978,Lizhong Sitong Light Alloys Group Co. Ltd. Class A,Lizhong Sitong Light Alloys Group Co Ltd,32498,0.0,ST
VT,"8864",101768,Airport Facilities Co. Ltd.,항공시설,27041,0.0,-
VT,"002926.SHE",42564,Huaxi Securities Co. Ltd. Class A,Huaxi Securities Co Ltd Class A,47000,0.0,ST
VT,ZH,133027,Zhihu Inc. ADR,지히후,48728,0.0,ST
VT,"600868.SHG",97140,Guangdong Meiyan Jixiang Hydropower Co. Ltd.,Guangdong Meiyan Jixiang Hydropower Co Ltd,436700,0.0,ST
VT,"215000",90587,GOLFZON Co. Ltd.,골프존,1620,0.0,ST
VT,HHF,240262,Hamburger Hafen und Logistik AG,-,14037,0.0,-
VT,NILSY,0,MMC Norilsk Nickel PJSC ADR,-,41515,0.0,-
VT,"002191.SHE",18066,Shenzhen Jinjia Group Co. Ltd. Class A,Shenzhen Jinjia Color Printing Group Co Ltd,36400,0.0,ST
VT,"603666.SHG",4760,Yijiahe Technology Co. Ltd. Class A,Yijiahe Technology Co Ltd,2200,0.0,ST
VT,"601375.SHG",132456,Central China Securities Co. Ltd. Class A,Central China Securities Co Ltd,282700,0.0,ST
VT,AKSGY.E,135882,AKIS Gayrimenkul Yatirimi AS,-,237116,0.0,-
VT,"1033",52513,Sinopec Oilfield Service Corp. Class H,시노펙의정화학섬유,806000,0.0,-
VT,"1419",119652,Tama Home Co. Ltd.,타마홈,4900,0.0,-
VT,"603392.SHG",110672,Beijing Wantai Biological Pharmacy Enterprise Co. Ltd. Class A,Beijing Wantai Biological Pharmacy Enterprise Co Ltd,12220,0.0,ST
VT,EGL.LS,163871,Mota-Engil SGPS SA,-,44604,0.0,-
VT,"002745.SHE",50301,MLS Co. Ltd. Class A,MLS Co Ltd,45400,0.0,ST
VT,"1949",123018,Sumitomo Densetsu Co. Ltd.,스미토모전설,5400,0.0,-
VT,GHITHA,178265,Ghitha Holding PJSC,-,20925,0.0,-
VT,"300053.SHE",39378,Zhuhai Aerospace Microchips Science & Technology Co. Ltd. Class A,Zhuhai Orbita Control Eng,31500,0.0,ST
VT,"990",141140,Theme International Holdings Ltd.,영휘국제,2250000,0.0,-
VT,"605168.SHG",29887,Three's Co Media Group Co Ltd. Class A,Three's Company Media Group Co Ltd,8265,0.0,ST
VT,"60720",64796,KH Vatec Co. Ltd.,KH바텍,6489,0.0,ST
VT,"2500",88160,Venus MedTech Hangzhou Inc.,VENUS MEDTECH-B,122500,0.0,-
VT,"601098.SHG",111929,China South Publishing & Media Group Co. Ltd. Class A,China South Publishing & Media Group Co Ltd,65600,0.0,ST
VT,"6381",140208,Anest Iwata Corp.,아네스트이와타,13700,0.0,-
VT,ASC.L,152800,ASOS plc,-,33993,0.0,-
VT,SMFT3,228360,Smartfit Escola de Ginastica e Danca SA,-,59100,0.0,-
VT,"301236",230781,Isoftstone Information Technology Group Co. Ltd. Class A,-,47900,0.0,-
VT,"170900",72378,Dong-A ST Co. Ltd.,동아에스티,1589,0.0,ST
VT,NORION.ST,164225,Norion Bank AB,-,39722,0.0,-
VT,"5191",208760,Sumitomo Riko Co. Ltd.,스미토모리코,22600,0.0,-
VT,"8558",180964,Towa Bank Ltd.,도와은행,40900,0.0,-
VT,"5243.KL",160024,Velesto Energy Bhd.,-,2852563,0.0,-
VT,"20560",183288,Asiana Airlines Inc.,아시아나항공,24040,0.0,ST
VT,"300761.SHE",161292,Jiangsu Lihua Animal Husbandry Stock Co. Ltd. Class A,Jiangsu Lihua Animal Husbandry Co Ltd,51800,0.0,ST
VT,"000517.SHE",134099,Rongan Property Co. Ltd. Class A,Rongan Property Co Ltd,364100,0.0,ST
VT,"002505.SHE",9575,Pengdu Agriculture & Animal Husbandry Co. Ltd. Class A,Pengdu Agriculture & Animal Husbandry Co Ltd,158300,0.0,ST
VT,SUPER-F,56236,Super Energy Corp. PCL,-,7111700,0.0,-
VT,SAVE,55064,Spirit Airlines Inc.,스피릿 에어라인즈,15045,0.0,ST
VT,"192080",241775,DoubleUGames Co. Ltd.,더블유게임즈,7242,0.0,ST
VT,"6826",101022,Shanghai Haohai Biological Technology Co. Ltd. Class H,HAOHAI BIOTEC,24780,0.0,-
VT,"2157",141677,Koshidaka Holdings Co. Ltd.,고시다카홀딩스,26304,0.0,-
VT,"213420",205727,Duk San Neolux Co. Ltd.,덕산네오룩스,7056,0.0,ST
VT,"2971",137100,ESCON Japan Reit Investment Corp.,에스콘재팬리츠,180,0.0,-
VT,"6099",56627,Elan Corp.,엘란,10200,0.0,-
VT,"5976",80159,Neturen Co. Ltd.,고주파열련,11600,0.0,-
VT,DBAN.DE,176970,Deutsche Beteiligungs AG,-,6560,0.0,-
VT,"600295.SHG",80768,Inner Mongolia ERDOS Resources Co. Ltd. Class A,Inner Mongolia ERDOS Resources Co Ltd,59192,0.0,ST
VT,PPS.AX,73800,Praemium Ltd.,-,219272,0.0,-
VT,"600744.SHG",94799,Datang Huayin Electric Power Co. Ltd.,Datang HuaYin Electric Power Co Ltd,214300,0.0,ST
VT,RNK.L,85351,Rank Group plc,-,100345,0.0,-
VT,"600120.SHG",32907,Zhejiang Orient Financial Holdings Group Co. Ltd. Class A,Zhejiang Orient Holdings Co Ltd,71630,0.0,ST
VT,ALTR.LS,182740,Altri SGPS SA,-,31778,0.0,-
VT,AIA.AT,229079,Athens International Airport SA,-,27154,0.0,-
VT,"1899",207730,Fukuda Corp.,후쿠다구미,5700,0.0,-
VT,TRGYO.E,125634,Torunlar Gayrimenkul Yatirim Ortakligi AS,-,76316,0.0,-
VT,"9740",69086,Central Security Patrols Co. Ltd.,센트럴시큐리티,3519,0.0,-
VT,"688556.SHG",38261,Qingdao Gaoce Technology Co. Ltd. Class A,Qingdao Gaoce Technology Co Ltd,23419,0.0,ST
VT,"600510.SHG",34251,Black Peony Group Co. Ltd. Class A,Black Peony Group Co Ltd,67000,0.0,ST
VT,ALKYLAMINE.BO,145240,Alkyl Amines Chemicals,-,5678,0.0,-
VT,"600537.SHG",40323,EGing Photovoltaic Technology Co. Ltd. Class A,EGing Photovoltaic Technology Co Ltd,116400,0.0,ST
VT,"6332",123199,Tsukishima Holdings Co. Ltd.,쓰키시마홀딩스,13300,0.0,-
VT,"601933.SHG",56984,Yonghui Superstores Co. Ltd. Class A,Yonghui Superstores Co Ltd,167200,0.0,ST
VT,CEL.TA,176548,Cellcom Israel Ltd. (Registered),-,51535,0.0,-
VT,"600006.SHG",69558,DongFeng Automobile Co. Ltd. Class A,Dongfeng Automobile Co Ltd,79200,0.0,ST
VT,"000801.SHE",150531,Sichuan Jiuzhou Electric Co. Ltd. Class A,Sichuan Jiuzhou Electronic Co Ltd,109500,0.0,ST
VT,"00680K",142085,Mirae Asset Daewoo Co. Ltd. Preference Shares,미래에셋증권2우B,54755,0.0,ST
VT,VOSSF,177340,Vossloh AG,-,3545,0.0,-
VT,ASM,203791,AL Seer Marine Supplies & Equipment Co. LLC,아비노 실버 앤 골드 마인즈,181709,0.0,ST
VT,"743",52874,Asia Cement China Holdings Corp.,아시아 시멘트 차이나 홀딩스,142500,0.0,-
VT,"4849",241493,en Japan Inc.,엔재팬,14800,0.0,-
VT,GBDMF,163605,Global Dominion Access SA,-,47418,0.0,-
VT,"1691",115827,JS Global Lifestyle Co. Ltd.,JS GLOBAL LIFE,589000,0.0,-
VT,"600392.SHG",131989,Shenghe Resources Holding Co. Ltd. Class A,Shenghe Resources Holding Co Ltd,111500,0.0,ST
VT,"78340",114775,Com2uSCorp,컴투스,4149,0.0,ST
VT,SELEC.IS,75548,Selcuk Ecza Deposu Ticaret ve Sanayi A.S.,-,55246,0.0,-
VT,"14830",173746,Unid Co. Ltd.,유니드,2363,0.0,ST
VT,"600754.SHG",108927,Shanghai Jinjiang International Hotels Co. Ltd. Class A,Shanghai Jin Jiang International Hotels Development Co Ltd A,34500,0.0,ST
VT,"301301",191257,Yili Chuanning Biotechnology Co. Ltd. Class A,-,108900,0.0,-
VT,"605376.SHG",69178,Jiangsu Boqian New Materials Stock Co. Ltd. Class A,Jiangsu Boqian New Materials Stock Co Ltd,22300,0.0,ST
VT,"0DTF.L",70734,Boiron SA,-,2097,0.0,-
VT,SLARL.TA,195491,Sella Capital Real Estate Ltd.,-,112637,0.0,-
VT,"900934.SHG",79531,Shanghai Jinjiang International Hotels Co. Ltd. Class B,Shanghai Jin Jiang International Hotels Development Co Ltd B,59100,0.0,ST
VT,"002138.SHE",96165,Shenzhen Sunlord Electronics Co. Ltd. Class A,Shenzhen Sunlord Electronics Co Ltd,25500,0.0,ST
VT,"357",94602,Hainan Meilan International Airport Co. Ltd.,루이강그룹,96000,0.0,-
VT,BTPS.JK,134281,Bank BTPN Syariah Tbk PT,-,1919700,0.0,-
VT,"1515",164801,Nittetsu Mining Co. Ltd.,닛테츠광업,5200,0.0,-
VT,"000612.SHE",35574,Jiaozuo Wanfang Aluminum Manufacturing Co. Ltd. Class A,Jiaozuo Wanfang Aluminum,39800,0.0,ST
VT,"002203.SHE",39501,Zhejiang Hailiang Co. Ltd. Class A,Zhejiang Hailiang Co Ltd,36000,0.0,ST
VT,"4549",146825,Eiken Chemical Co. Ltd.,에이켄화학,10500,0.0,-
VT,"2314",162146,Lee & Man Paper Manufacturing Ltd.,이문제지,549000,0.0,-
VT,"9517",85901,eRex Co. Ltd.,이렉스,19400,0.0,-
VT,INTRUM.ST,103364,Intrum AB,-,36295,0.0,-
VT,"002487.SHE",90177,Dajin Heavy Industry Co. Ltd. Class A,Dajin Heavy Industry Corp,28700,0.0,ST
VT,CEM.MI,195786,Cementir Holding NV,-,19613,0.0,-
VT,"600138.SHG",244691,China CYTS Tours Holding Co. Ltd. Class A,China CYTS Tours Holding Co Ltd,184300,0.0,ST
VT,TTKPRESTIG.NS,211924,TTK Prestige Ltd.,-,22481,0.0,-
VT,"600170.SHG",50363,Shanghai Construction Group Co. Ltd. Class A,Shanghai Construction Group Co Ltd,170500,0.0,ST
VT,"002285.SHE",11071,Shenzhen World Union Group Inc. Class A,Shenzhen Worldunion Properties Consultancy Inc,50700,0.0,ST
VT,"002810.SHE",8418,Shandong Head Group Co. Ltd. Class A,Shandong Head Co Ltd,5200,0.0,ST
VT,"1137",121888,Hong Kong Technology Venture Co. Ltd.,홍콩TV,560000,0.0,-
VT,"002299.SHE",58502,Fujian Sunner Development Co. Ltd. Class A,Fujian Sunner Development Co Ltd,31200,0.0,ST
VT,"4220",163600,Riken Technos Corp.,리켄테크노스,24700,0.0,-
VT,"000650.SHE",87842,Renhe Pharmacy Co. Ltd. Class A,Renhe Pharmacy Co Ltd,108300,0.0,ST
VT,"1510",68179,SK Securities Co. Ltd.,SK증권,167425,0.0,ST
VT,TTEC,57300,TTEC Holdings Inc.,TTEC 홀딩스,9745,0.0,ST
VT,"6095",26144,MedPeer Inc.,메드피어,6711,0.0,-
VT,"2972",136600,Sankei Real Estate Inc.,산케이리츠,258,0.0,-
VT,"000031.SHE",34438,Grandjoy Holdings Group Co. Ltd. Class A,Grandjoy Holdings Group Co Ltd,107100,0.0,ST
VT,CZGZF,242933,Colt CZ Group SE,-,8390,0.0,-
VT,"3920",75759,Namyang Dairy Products Co. Ltd.,남양유업,180,0.0,ST
VT,"603658.SHG",52564,Autobio Diagnostics Co. Ltd. Class A,Autobio Diagnostics Co Ltd,8300,0.0,ST
VT,"600673.SHG",84463,Guangdong HEC Technology Holding Co. Ltd. Class A,Guangdong Hec Technology Holding Co Ltd Class A,87200,0.0,ST
VT,"1435",17859,robot home Inc.,로봇홈,15300,0.0,-
VT,MOVI3.SA,79739,Movida Participacoes SA,-,73800,0.0,-
VT,"300398.SHE",33204,PhiChem Corp. Class A,Shanghai Phichem Material Co Ltd Class A,19700,0.0,ST
VT,"000657.SHE",34422,China Tungsten And Hightech Materials Co. Ltd. Class A,China Tungsten and Hightech Materials Co Ltd,27430,0.0,ST
VT,LIDER.E,80786,LDR Turizm AS,-,30310,0.0,-
VT,AYDEM.E,72335,Aydem Yenilenebilir Enerji AS,-,68323,0.0,-
VT,"1167",73357,Jacobio Pharmaceuticals Group Co. Ltd.,JACOBIO-B,365400,0.0,-
VT,"600688.SHG",37710,Sinopec Shanghai Petrochemical Co. Ltd. Class A,Sinopec Shanghai Petrochemical Co Ltd Class A,105100,0.0,ST
VT,"300451.SHE",24231,B-Soft Co. Ltd. Class A,B-Soft Co Ltd,50960,0.0,ST
VT,"000600.SHE",94126,Jointo Energy Investment Co. Ltd. Hebei Class A,Jointo Energy Investment Co Ltd Hebei,108700,0.0,ST
VT,"300458.SHE",74647,All Winner Technology Co. Ltd. Class A,All Winner Technology Co Ltd,23180,0.0,ST
VT,"4554",180668,Fuji Pharma Co. Ltd.,후지제약,19400,0.0,-
VT,BON.PA,29450,Bonduelle SCA,-,4520,0.0,-
VT,"600521.SHG",101632,Zhejiang Huahai Pharmaceutical Co. Ltd. Class A,Zhejiang Huahai Pharmaceutical Co Ltd,43340,0.0,ST
VT,"600351.SHG",223020,Yabao Pharmaceutical Group Co. Ltd. Class A,Yabao Pharmaceutical Group Co Ltd,289000,0.0,ST
VT,"6718",125277,Aiphone Co. Ltd.,아이폰,6500,0.0,-
VT,"603108.SHG",54812,Shanghai Runda Medical Technology Co. Ltd. Class A,Shanghai Runda Med Tech Co,26400,0.0,ST
