"etf_tck_cd","ediv_dt","ddn_amt","aed_stkp_ddn_amt","ddn_bse_dt","ddn_pym_dt","pba_dt","ddn_pym_fcy_cd"
DPZ,"20231214",1.21,1.21,"20231215","20231229","20231010",Quarterly
DPZ,"20240614",1.51,1.51,"20240614","20240628","20240425",Quarterly
DPZ,"20230914",1.21,1.21,"20230915","20230929","20230720",Quarterly
DPZ,"20230614",1.21,1.21,"20230615","20230630","20230425",Quarterly
DPZ,"20230314",1.21,1.21,"20230315","20230330","20230221",Quarterly
DPZ,"20220914",1.1,1.1,"20220915","20220930","20220719",Quarterly
DPZ,"20221214",1.1,1.1,"20221215","20221230","20221011",Quarterly
DPZ,"20240314",1.51,1.51,"20240315","20240329","20240221",Quarterly
DRH,"20240628",0.03,0.03,"20240628","20240712","20240603",Quarterly
DRH,"20221229",0.06,0.06,"20221230","20230112","20221207",Other
DRH,"20220929",0.0299,0.0299,"20220930","20221012","20220802",Quarterly
DRH,"20231228",0.03,0.03,"20231229","20240111","20231201",Quarterly
DRH,"20230629",0.03,0.03,"20230630","20230712","20230601",Quarterly
DRH,"20230928",0.03,0.03,"20230929","20231012","20230906",Quarterly
DRH,"20230330",0.03,0.03,"20230331","20230412","20230302",Quarterly
DRH,"20240327",0.03,0.03,"20240329","20240412","20240304",Quarterly
DRI,"20240710",1.4,1.4,"20240710","20240801","20240620",Quarterly
DRI,"20230406",1.21,1.21,"20230410","20230501","20230323",Quarterly
DRI,"20240409",1.31,1.31,"20240410","20240501","20240321",Quarterly
DRI,"20230109",1.21,1.21,"20230110","20230201","20221216",Quarterly
DRI,"20221006",1.21,1.21,"20221010","20221101","20220922",Quarterly
DRI,"20230707",1.31,1.31,"20230710","20230801","20230622",Quarterly
DRI,"20231006",1.31,1.31,"20231010","20231101","20230921",Quarterly
DRI,"20240109",1.31,1.31,"20240110","20240201","20231215",Quarterly
DRIV,"20231228",0.22401,0.22401,"20231229","20240108","20231227",SemiAnnual
DRIV,"20230629",0.1752,0.1752,"20230630","20230710","20230628",SemiAnnual
DRIV,"20221229",0.13906,0.13906,"20221230","20230109","20221228",SemiAnnual
DRIV,"20240627",0.18347,0.18347,"20240627","20240705","20240626",SemiAnnual
DTE,"20240315",1.02,1.02,"20240318","20240415","20240201",Quarterly
DTE,"20240617",1.02,1.02,"20240617","20240715","20240502",Quarterly
DTE,"20230915",0.9525,0.9525,"20230918","20231015","20230622",Quarterly
DTE,"20221216",0.9525,0.9525,"20221219","20230115","20221110",Quarterly
DTE,"20230317",0.9525,0.9525,"20230320","20230415","20230202",Quarterly
DTE,"20230615",0.9525,0.9525,"20230619","20230715","20230504",Quarterly
DTE,"20220916",0.885,0.885,"20220919","20221015","20220623",Quarterly
DTE,"20231215",1.02,1.02,"20231218","20240115","20231208",Quarterly
DTM,"20240315",0.735,0.735,"20240318","20240415","20240216",Quarterly
DTM,"20230317",0.69,0.69,"20230320","20230415","20230216",Quarterly
DTM,"20240617",0.735,0.735,"20240617","20240715","20240430",Quarterly
DTM,"20221216",0.64,0.64,"20221219","20230115","20221205",Quarterly
DTM,"20230915",0.69,0.69,"20230918","20231015","20230801",Quarterly
DTM,"20220916",0.64,0.64,"20220919","20221015","20220803",Quarterly
DTM,"20230615",0.69,0.69,"20230619","20230715","20230505",Quarterly
DTM,"20231215",0.69,0.69,"20231218","20240115","20231101",Quarterly
DVN,"20221209",1.35,1.35,"20221212","20221230","20221101",Other
DVN,"20230914",0.49,0.49,"20230915","20230929","20230801",Other
DVN,"20231214",0.77,0.77,"20231215","20231229","20231107",Other
DVN,"20240314",0.4388,0.4388,"20240315","20240328","20240227",Other
DVN,"20230314",0.89,0.89,"20230315","20230331","20230214",Other
DVN,"20230614",0.72,0.72,"20230615","20230630","20230508",Other
DVN,"20240614",0.35,0.35,"20240614","20240628","20240501",Other
DVN,"20220909",1.55,1.55,"20220912","20220930","20220801",Other
EAF,"20221129",0.01,0.01,"20221130","20221230","20221110",Quarterly
EAF,"20230227",0.01,0.01,"20230228","20230331","20230209",Quarterly
EAF,"20230530",0.01,0.01,"20230531","20230630","20230510",Quarterly
EAF,"20220830",0.01,0.01,"20220831","20220930","20220818",Quarterly
EBAY,"20230531",0.25,0.25,"20230601","20230616","20230426",Quarterly
EBAY,"20240308",0.27,0.27,"20240311","20240325","20240223",Quarterly
EBAY,"20230831",0.25,0.25,"20230901","20230915","20230726",Quarterly
EBAY,"20220831",0.22,0.22,"20220901","20220916","20220803",Quarterly
EBAY,"20230309",0.25,0.25,"20230310","20230324","20230222",Quarterly
EBAY,"20231130",0.25,0.25,"20231201","20231215","20231107",Quarterly
EBAY,"20240531",0.27,0.27,"20240531","20240614","20240501",Quarterly
EBAY,"20221130",0.22,0.22,"20221201","20221216","20221102",Quarterly
EBC,"20221201",0.1,0.1,"20221202","20221215","20221027",Quarterly
EBC,"20230831",0.1,0.1,"20230901","20230915","20230727",Quarterly
EBC,"20231130",0.11,0.11,"20231201","20231215","20231026",Quarterly
EBC,"20230302",0.1,0.1,"20230303","20230315","20230126",Quarterly
EBC,"20240603",0.11,0.11,"20240603","20240614","20240425",Quarterly
EBC,"20230601",0.1,0.1,"20230602","20230615","20230427",Quarterly
EBC,"20220901",0.1,0.1,"20220902","20220915","20220728",Quarterly
EBC,"20240229",0.11,0.11,"20240301","20240315","20240125",Quarterly
EBTC,"20230510",0.23,0.23,"20230511","20230601","20230418",Quarterly
EBTC,"20231109",0.23,0.23,"20231110","20231201","20231017",Quarterly
EBTC,"20230810",0.23,0.23,"20230811","20230901","20230718",Quarterly
EBTC,"20220810",0.205,0.205,"20220811","20220901","20220719",Quarterly
EBTC,"20240510",0.24,0.24,"20240513","20240603","20240416",Quarterly
EBTC,"20240208",0.24,0.24,"20240209","20240301","20240116",Quarterly
EBTC,"20221109",0.205,0.205,"20221110","20221201","20221018",Quarterly
EBTC,"20230207",0.23,0.23,"20230208","20230301","20230117",Quarterly
EE,"20231127",0.025,0.025,"20231128","20231213","20231107",Quarterly
EE,"20230822",0.025,0.025,"20230823","20230907","20230803",Quarterly
EE,"20240312",0.025,0.025,"20240313","20240328","20240222",Quarterly
EE,"20230411",0.025,0.025,"20230412","20230427","20230323",Quarterly
EE,"20230523",0.025,0.025,"20230524","20230608","20230509",Quarterly
EE,"20221121",0.025,0.025,"20221122","20221214","20221108",Quarterly
EE,"20240521",0.025,0.025,"20240522","20240606","20240502",Quarterly
EE,"20220818",0.025,0.025,"20220819","20220907","20220805",Quarterly
EETH,"20240603",2.09768,2.09768,"20240603","20240610","20231222",Monthly
EETH,"20240301",0.74225,0.74225,"20240304","20240308","20231222",Monthly
EETH,"20240801",0.52932,0.52932,"20240801","20240808","20231222",Monthly
EETH,"20231220",0.12462,0.12462,"20231221","20231228","20231219",Other
EETH,"20231101",0.05367,0.05367,"20231102","20231108","20231031",Other
EETH,"20240501",0.76937,0.76937,"20240502","20240508","20231222",Monthly
EETH,"20240201",0.21461,0.21461,"20240202","20240208","20231222",Monthly
EETH,"20240401",1.48254,1.48254,"20240402","20240408","20231222",Monthly
EETH,"20240701",1.03755,1.03755,"20240701","20240709","20231222",Monthly
EETH,"20231201",0.1055,0.1055,"20231204","20231208","20231130",Other
EFSC,"20230914",0.25,0.25,"20230915","20230929","20230724",Quarterly
EFSC,"20220914",0.23,0.23,"20220915","20220930","20220725",Quarterly
EFSC,"20231214",0.25,0.25,"20231215","20231229","20231023",Quarterly
EFSC,"20221214",0.24,0.24,"20221215","20221230","20221024",Quarterly
EFSC,"20230614",0.25,0.25,"20230615","20230630","20230424",Quarterly
EFSC,"20240314",0.25,0.25,"20240315","20240329","20240122",Quarterly
EFSC,"20240614",0.26,0.26,"20240614","20240628","20240422",Quarterly
EFSC,"20230314",0.25,0.25,"20230315","20230331","20230123",Quarterly
EFX,"20231122",0.39,0.39,"20231124","20231215","20231102",Quarterly
EFX,"20240523",0.39,0.39,"20240524","20240614","20240502",Quarterly
EFX,"20221122",0.39,0.39,"20221123","20221215","20221103",Quarterly
EFX,"20230221",0.39,0.39,"20230222","20230315","20230202",Quarterly
EFX,"20220902",0.39,0.39,"20220906","20220915","20220824",Quarterly
EFX,"20230524",0.39,0.39,"20230525","20230615","20230504",Quarterly
EFX,"20230905",0.39,0.39,"20230906","20230915","20230824",Quarterly
EFX,"20240222",0.39,0.39,"20240223","20240315","20240207",Quarterly
EGY,"20240307",0.0625,0.0625,"20240308","20240328","20240226",Quarterly
EGY,"20221121",0.0325,0.0325,"20221122","20221222","20221031",Quarterly
EGY,"20240516",0.0625,0.0625,"20240517","20240621","20240507",Quarterly
EGY,"20230523",0.0625,0.0625,"20230524","20230623","20230509",Quarterly
EGY,"20230824",0.0625,0.0625,"20230825","20230922","20230809",Quarterly
EGY,"20230323",0.0625,0.0625,"20230324","20230331","20230214",Quarterly
EGY,"20231122",0.0625,0.0625,"20231124","20231221","20230214",Quarterly
EGY,"20220823",0.0325,0.0325,"20220824","20220923","20220805",Quarterly
EL,"20221129",0.66,0.66,"20221130","20221215","20221102",Quarterly
EL,"20230530",0.66,0.66,"20230531","20230615","20230502",Quarterly
EL,"20230830",0.66,0.66,"20230831","20230915","20230818",Quarterly
EL,"20240228",0.66,0.66,"20240229","20240315","20240205",Quarterly
EL,"20240531",0.66,0.66,"20240531","20240617","20240501",Quarterly
EL,"20230227",0.66,0.66,"20230228","20230315","20230202",Quarterly
EL,"20231129",0.66,0.66,"20231130","20231215","20231101",Quarterly
EL,"20220830",0.6,0.6,"20220831","20220915","20220817",Quarterly
ELS,"20240327",0.4775,0.4775,"20240328","20240412","20240206",Quarterly
ELS,"20220929",0.41,0.41,"20220930","20221014","20220726",Quarterly
ELS,"20230928",0.448,0.448,"20230929","20231013","20230725",Quarterly
ELS,"20230629",0.448,0.448,"20230630","20230714","20230425",Quarterly
ELS,"20221229",0.41,0.41,"20221230","20230113","20221027",Quarterly
ELS,"20231228",0.448,0.448,"20231229","20240112","20231024",Quarterly
ELS,"20230330",0.448,0.448,"20230331","20230414","20230207",Quarterly
ELS,"20240628",0.4775,0.4775,"20240628","20240712","20240430",Quarterly
ELV,"20240610",1.63,1.63,"20240610","20240625","20240416",Quarterly
ELV,"20240307",1.63,1.63,"20240308","20240322","20240123",Quarterly
ELV,"20230608",1.48,1.48,"20230609","20230623","20230419",Quarterly
ELV,"20230907",1.48,1.48,"20230908","20230922","20230719",Quarterly
ELV,"20230309",1.48,1.48,"20230310","20230324","20230125",Quarterly
ELV,"20220908",1.28,1.28,"20220909","20220923","20220719",Quarterly
ELV,"20221202",1.28,1.28,"20221205","20221221","20221018",Quarterly
ELV,"20231205",1.48,1.48,"20231206","20231221","20231017",Quarterly
ENS,"20230615",0.175,0.175,"20230616","20230630","20230524",Quarterly
ENS,"20230914",0.225,0.225,"20230915","20230929","20230809",Quarterly
ENS,"20220915",0.175,0.175,"20220916","20220930","20220810",Quarterly
ENS,"20240614",0.225,0.225,"20240614","20240628","20240522",Quarterly
ENS,"20230316",0.175,0.175,"20230317","20230331","20230208",Quarterly
ENS,"20240314",0.225,0.225,"20240315","20240329","20240207",Quarterly
ENS,"20231214",0.225,0.225,"20231215","20231229","20231108",Quarterly
ENS,"20221215",0.175,0.175,"20221216","20221230","20221109",Quarterly
ENSG,"20230330",0.0575,0.0575,"20230331","20230428","20230317",Quarterly
ENSG,"20220929",0.055,0.055,"20220930","20221031","20220916",Quarterly
ENSG,"20231228",0.06,0.06,"20231231","20240131","20231215",Quarterly
ENSG,"20230629",0.0575,0.0575,"20230630","20230731","20230616",Quarterly
ENSG,"20221229",0.0575,0.0575,"20221231","20230131","20221216",Quarterly
ENSG,"20240327",0.06,0.06,"20240331","20240430","20240322",Quarterly
ENSG,"20240628",0.06,0.06,"20240630","20240731","20240614",Quarterly
ENSG,"20230929",0.0575,0.0575,"20230930","20231031","20230915",Quarterly
EOG,"20221214",1.5,1.5,"20221215","20221230","20221103",Other
EOG,"20231016",0.825,0.825,"20231017","20231031","20230803",Quarterly
EOG,"20221014",0.75,0.75,"20221017","20221031","20220929",Quarterly
EOG,"20240415",0.91,0.91,"20240416","20240430","20240222",Quarterly
EOG,"20230714",0.825,0.825,"20230717","20230731","20230504",Quarterly
EOG,"20240116",0.91,0.91,"20240117","20240131","20231102",Quarterly
EOG,"20230315",1.0,1.0,"20230316","20230330","20230223",Other
EOG,"20230113",0.825,0.825,"20230117","20230131","20221103",Quarterly
EOG,"20230413",0.825,0.825,"20230414","20230428","20230223",Quarterly
EOG,"20220914",1.5,1.5,"20220915","20220929","20220804",Other
EOG,"20240717",0.91,0.91,"20240717","20240731","20240502",Quarterly
EOG,"20231214",1.5,1.5,"20231215","20231229","20231102",Other
EPM,"20230314",0.12,0.12,"20230315","20230331","20230206",Quarterly
EPM,"20221214",0.12,0.12,"20221215","20221230","20221107",Quarterly
EPM,"20230614",0.12,0.12,"20230615","20230630","20230508",Quarterly
EPM,"20240614",0.12,0.12,"20240614","20240628","20240507",Quarterly
EPM,"20230921",0.12,0.12,"20230922","20230929","20230911",Quarterly
EPM,"20220920",0.12,0.12,"20220921","20220930","20220913",Quarterly
EPM,"20240314",0.12,0.12,"20240315","20240328","20240206",Quarterly
EPM,"20231214",0.12,0.12,"20231215","20231229","20231107",Quarterly
EPR,"20221229",0.275,0.275,"20221230","20230117","20221215",Monthly
EPR,"20240531",0.285,0.285,"20240531","20240617","20240515",Monthly
EPR,"20230728",0.275,0.275,"20230731","20230815","20230713",Monthly
EPR,"20230130",0.275,0.275,"20230131","20230215","20230112",Monthly
EPR,"20230830",0.275,0.275,"20230831","20230915","20230815",Monthly
EPR,"20221129",0.275,0.275,"20221130","20221215","20221116",Monthly
EPR,"20230427",0.275,0.275,"20230428","20230515","20230413",Monthly
EPR,"20230629",0.275,0.275,"20230630","20230717","20230615",Monthly
EPR,"20230928",0.275,0.275,"20230929","20231016","20230914",Monthly
EPR,"20240731",0.285,0.285,"20240731","20240815","20240715",Monthly
EPR,"20231228",0.275,0.275,"20231229","20240116","20231214",Monthly
EPR,"20231129",0.275,0.275,"20231130","20231215","20231115",Monthly
EPR,"20240327",0.285,0.285,"20240328","20240415","20240228",Monthly
EPR,"20230227",0.275,0.275,"20230228","20230315","20230215",Monthly
EPR,"20240228",0.275,0.275,"20240229","20240315","20240215",Monthly
EPR,"20240429",0.285,0.285,"20240430","20240515","20240415",Monthly
EPR,"20220830",0.275,0.275,"20220831","20220915","20220815",Monthly
EPR,"20230530",0.275,0.275,"20230531","20230615","20230515",Monthly
EPR,"20240628",0.285,0.285,"20240628","20240715","20240613",Monthly
EPR,"20231030",0.275,0.275,"20231031","20231115","20231016",Monthly
EPR,"20240130",0.275,0.275,"20240131","20240215","20240116",Monthly
EPR,"20221028",0.275,0.275,"20221031","20221115","20221017",Monthly
EPR,"20230330",0.275,0.275,"20230331","20230417","20230315",Monthly
EPR,"20220929",0.275,0.275,"20220930","20221017","20220915",Monthly
EPRT,"20220929",0.27,0.27,"20220930","20221014","20220907",Quarterly
EPRT,"20240628",0.29,0.29,"20240628","20240712","20240603",Quarterly
EPRT,"20230928",0.28,0.28,"20230929","20231013","20230907",Quarterly
EPRT,"20230629",0.28,0.28,"20230630","20230714","20230609",Quarterly
EPRT,"20231228",0.285,0.285,"20231229","20240112","20231204",Quarterly
EPRT,"20230330",0.275,0.275,"20230331","20230414","20230309",Quarterly
EPRT,"20240327",0.285,0.285,"20240329","20240412","20240307",Quarterly
EPRT,"20240612",0.29,0.29,"20240612","20240628","20240603",Quarterly
EPRT,"20221229",0.275,0.275,"20221230","20230113","20221130",Quarterly
EQH,"20240806",0.24,0.24,"20240806","20240813","20240726",Quarterly
EQH,"20231124",0.22,0.22,"20231127","20231204","20231115",Quarterly
EQH,"20230602",0.22,0.22,"20230605","20230612","20230524",Quarterly
EQH,"20230224",0.2,0.2,"20230227","20230306","20230215",Quarterly
EQH,"20221125",0.2,0.2,"20221128","20221205","20221117",Quarterly
EQH,"20240603",0.24,0.24,"20240603","20240610","20240522",Quarterly
EQH,"20230804",0.22,0.22,"20230807","20230814","20230728",Quarterly
EQH,"20240223",0.22,0.22,"20240226","20240304","20240214",Quarterly
EQIX,"20240227",4.26,4.26,"20240228","20240320","20240214",Quarterly
EQIX,"20230523",3.41,3.41,"20230524","20230621","20230503",Quarterly
EQIX,"20220816",3.1,3.1,"20220817","20220921","20220727",Quarterly
EQIX,"20230822",3.41,3.41,"20230823","20230920","20230802",Quarterly
EQIX,"20221115",3.1,3.1,"20221116","20221214","20221102",Quarterly
EQIX,"20230306",3.41,3.41,"20230307","20230322","20230215",Quarterly
EQIX,"20231114",4.26,4.26,"20231115","20231213","20231025",Quarterly
EQIX,"20240521",4.26,4.26,"20240522","20240619","20240508",Quarterly
EQR,"20221230",0.625,0.625,"20230103","20230113","20221215",Quarterly
EQR,"20230925",0.6625,0.6625,"20230926","20231013","20230915",Quarterly
EQR,"20230623",0.6625,0.6625,"20230626","20230714","20230615",Quarterly
EQR,"20220923",0.625,0.625,"20220926","20221014","20220915",Quarterly
EQR,"20240701",0.675,0.675,"20240701","20240712","20240620",Quarterly
EQR,"20230324",0.6625,0.6625,"20230327","20230414","20230316",Quarterly
EQR,"20240322",0.675,0.675,"20240325","20240412","20240314",Quarterly
EQR,"20231229",0.6625,0.6625,"20240102","20240112","20231214",Quarterly
ES,"20240515",0.715,0.715,"20240516","20240628","20240501",Quarterly
ES,"20221215",0.6375,0.6375,"20221216","20221230","20221206",Quarterly
ES,"20220923",0.6375,0.6375,"20220926","20220930","20220916",Quarterly
ES,"20230517",0.675,0.675,"20230518","20230630","20230503",Quarterly
ES,"20231215",0.675,0.675,"20231218","20231229","20231205",Quarterly
ES,"20230922",0.675,0.675,"20230925","20230929","20230914",Quarterly
ES,"20240304",0.715,0.715,"20240305","20240329","20240131",Quarterly
ES,"20230301",0.675,0.675,"20230302","20230331","20230201",Quarterly
ESE,"20230104",0.08,0.08,"20230105","20230120","20221117",Quarterly
ESE,"20240703",0.08,0.08,"20240703","20240719","20240509",Quarterly
ESE,"20231002",0.08,0.08,"20231003","20231017","20230808",Quarterly
ESE,"20221003",0.08,0.08,"20221004","20221018","20220808",Quarterly
ESE,"20240328",0.08,0.08,"20240401","20240416","20240208",Quarterly
ESE,"20230331",0.08,0.08,"20230403","20230418","20230208",Quarterly
ESE,"20230703",0.08,0.08,"20230705","20230719","20230509",Quarterly
ESE,"20240103",0.08,0.08,"20240104","20240119","20231116",Quarterly
ESI,"20240531",0.08,0.08,"20240531","20240614","20240520",Quarterly
ESI,"20231130",0.08,0.08,"20231201","20231215","20231116",Quarterly
ESI,"20240229",0.08,0.08,"20240301","20240315","20240213",Quarterly
ESI,"20220831",0.08,0.08,"20220901","20220915","20220818",Quarterly
ESI,"20230531",0.08,0.08,"20230601","20230615","20230522",Quarterly
ESI,"20221130",0.08,0.08,"20221201","20221215","20221117",Quarterly
ESI,"20230228",0.08,0.08,"20230301","20230315","20230213",Quarterly
ESI,"20230831",0.08,0.08,"20230901","20230915","20230822",Quarterly
ESS,"20240327",2.45,2.45,"20240329","20240412","20240222",Quarterly
ESS,"20231229",2.31,2.31,"20240102","20240112","20231208",Quarterly
ESS,"20220929",2.2,2.2,"20220930","20221014","20220915",Quarterly
ESS,"20230629",2.31,2.31,"20230630","20230714","20230512",Quarterly
ESS,"20230928",2.31,2.31,"20230929","20231013","20230907",Quarterly
ESS,"20221230",2.2,2.2,"20230103","20230113","20221209",Quarterly
ESS,"20240628",2.45,2.45,"20240628","20240712","20240515",Quarterly
ESS,"20230330",2.31,2.31,"20230331","20230414","20230223",Quarterly
ETD,"20240205",0.3552,0.3552,"20240206","20240222","20240123",Quarterly
ETD,"20240506",0.3847,0.3847,"20240507","20240523","20240422",Quarterly
ETD,"20221206",0.311,0.311,"20221207","20230104","20221109",Quarterly
ETD,"20220815",0.82,0.82,"20220816","20220830","20220802",Other
ETD,"20230508",0.36,0.36,"20230509","20230525","20230425",Quarterly
ETD,"20230206",0.311,0.311,"20230207","20230221","20230124",Quarterly
ETD,"20230814",0.86,0.86,"20230815","20230831","20230801",Other
ETD,"20231106",0.3552,0.3552,"20231107","20231122","20231024",Quarterly
ETN,"20240805",0.94,0.94,"20240805","20240823","20240724",Quarterly
ETN,"20230505",0.86,0.86,"20230508","20230526","20230425",Quarterly
ETN,"20231103",0.86,0.86,"20231106","20231124","20231024",Quarterly
ETN,"20221109",0.81,0.81,"20221110","20221130","20221025",Quarterly
ETN,"20230804",0.86,0.86,"20230807","20230825","20230726",Quarterly
ETN,"20230303",0.86,0.86,"20230306","20230324","20230223",Quarterly
ETN,"20240503",0.94,0.94,"20240506","20240524","20240423",Quarterly
ETN,"20240308",0.94,0.94,"20240311","20240329","20240229",Quarterly
ETR,"20231113",1.13,1.13,"20231114","20231201","20231027",Quarterly
ETR,"20230209",1.07,1.07,"20230210","20230301","20230127",Quarterly
ETR,"20240208",1.13,1.13,"20240209","20240301","20240126",Quarterly
ETR,"20240501",1.13,1.13,"20240502","20240603","20240408",Quarterly
ETR,"20230810",1.07,1.07,"20230811","20230901","20230728",Quarterly
ETR,"20230503",1.07,1.07,"20230504","20230601","20230410",Quarterly
ETR,"20221110",1.07,1.07,"20221114","20221201","20221028",Quarterly
ETR,"20220810",1.01,1.01,"20220811","20220901","20220729",Quarterly
EVI,"20231013",0.28,0.28,"20231016","20231026","20231004",Other
EVR,"20230223",0.72,0.72,"20230224","20230310","20230131",Quarterly
EVR,"20221123",0.72,0.72,"20221125","20221209","20221025",Quarterly
EVR,"20230525",0.76,0.76,"20230526","20230609","20230426",Quarterly
EVR,"20240222",0.76,0.76,"20240223","20240308","20240130",Quarterly
EVR,"20240531",0.8,0.8,"20240531","20240614","20240423",Quarterly
EVR,"20220825",0.72,0.72,"20220826","20220909","20220726",Quarterly
EVR,"20230824",0.76,0.76,"20230825","20230908","20230725",Quarterly
EVR,"20231122",0.76,0.76,"20231124","20231208","20231024",Quarterly
EVRG,"20221117",0.6125,0.6125,"20221118","20221220","20221104",Quarterly
EVRG,"20231121",0.6425,0.6425,"20231122","20231220","20231107",Quarterly
EVRG,"20240308",0.6425,0.6425,"20240311","20240322","20240227",Quarterly
EVRG,"20230308",0.6125,0.6125,"20230309","20230322","20230224",Quarterly
EVRG,"20230518",0.6125,0.6125,"20230519","20230620","20230505",Quarterly
EVRG,"20240517",0.6425,0.6425,"20240520","20240620","20240509",Quarterly
EVRG,"20220818",0.5725,0.5725,"20220819","20220920","20220804",Quarterly
EVRG,"20230818",0.6125,0.6125,"20230821","20230920","20230804",Quarterly
EWBC,"20230731",0.48,0.48,"20230801","20230815","20230720",Quarterly
EWBC,"20240502",0.55,0.55,"20240503","20240517","20240423",Quarterly
EWBC,"20231031",0.48,0.48,"20231101","20231115","20231019",Quarterly
EWBC,"20221031",0.4,0.4,"20221101","20221115","20221020",Quarterly
EWBC,"20240201",0.55,0.55,"20240202","20240215","20240123",Quarterly
EWBC,"20230428",0.48,0.48,"20230501","20230515","20230420",Quarterly
EWBC,"20230203",0.48,0.48,"20230206","20230221","20230126",Quarterly
EWBC,"20240802",0.55,0.55,"20240802","20240816","20240723",Quarterly
EXC,"20220812",0.3375,0.3375,"20220815","20220909","20220726",Quarterly
EXC,"20221114",0.3375,0.3375,"20221115","20221209","20221028",Quarterly
EXC,"20230907",0.36,0.36,"20230908","20230908","20230725",Quarterly
EXC,"20240301",0.38,0.38,"20240304","20240315","20240220",Quarterly
EXC,"20230814",0.36,0.36,"20230815","20230908","20230725",Quarterly
EXC,"20240510",0.38,0.38,"20240513","20240614","20240430",Quarterly
EXC,"20230512",0.36,0.36,"20230515","20230609","20230425",Quarterly
EXC,"20231114",0.36,0.36,"20231115","20231208","20231101",Quarterly
EXC,"20230224",0.36,0.36,"20230227","20230310","20230214",Quarterly
EXP,"20230316",0.25,0.25,"20230317","20230414","20230207",Quarterly
EXP,"20230615",0.25,0.25,"20230616","20230714","20230522",Quarterly
EXP,"20231214",0.25,0.25,"20231215","20240112","20231106",Quarterly
EXP,"20240617",0.25,0.25,"20240617","20240715","20240523",Quarterly
EXP,"20240314",0.25,0.25,"20240315","20240412","20240205",Quarterly
EXP,"20230914",0.25,0.25,"20230915","20231016","20230808",Quarterly
EXP,"20220915",0.25,0.25,"20220916","20221014","20220809",Quarterly
EXP,"20221215",0.25,0.25,"20221216","20230112","20221108",Quarterly
EXPO,"20240307",0.28,0.28,"20240308","20240322","20240201",Quarterly
EXPO,"20230309",0.26,0.26,"20230310","20230324","20230202",Quarterly
EXPO,"20220908",0.24,0.24,"20220909","20220923","20220728",Quarterly
EXPO,"20231207",0.26,0.26,"20231208","20231222","20231026",Quarterly
EXPO,"20221208",0.24,0.24,"20221209","20221223","20221027",Quarterly
EXPO,"20230608",0.26,0.26,"20230609","20230623","20230427",Quarterly
EXPO,"20240607",0.28,0.28,"20240607","20240621","20240425",Quarterly
EXPO,"20230907",0.26,0.26,"20230908","20230922","20230727",Quarterly
FA,"20230818",1.5,1.5,"20230821","20230831","20230809",Other
FANG,"20230302",2.95,2.95,"20230303","20230310","20230221",Other
FANG,"20230809",0.84,0.84,"20230810","20230817","20230731",Quarterly
FANG,"20230510",0.83,0.83,"20230511","20230518","20230501",Other
FANG,"20240815",2.34,2.34,"20240815","20240822","20240805",Quarterly
FANG,"20221116",2.26,2.26,"20221117","20221125","20221107",Other
FANG,"20240514",1.97,1.97,"20240515","20240522","20240430",Other
FANG,"20240304",3.08,3.08,"20240305","20240312","20240215",Other
FANG,"20231115",3.37,3.37,"20231116","20231124","20231106",Other
FAST,"20231205",0.38,0.38,"20231206","20231220","20231120",Other
FAST,"20240424",0.39,0.39,"20240425","20240523","20240410",Quarterly
FAST,"20231025",0.3478,0.3478,"20231026","20231124","20231011",Quarterly
FAST,"20230726",0.3478,0.3478,"20230727","20230824","20230712",Quarterly
FAST,"20240131",0.39,0.39,"20240201","20240229","20240117",Quarterly
FAST,"20230201",0.3478,0.3478,"20230202","20230302","20230118",Quarterly
FAST,"20240726",0.39,0.39,"20240726","20240823","20240711",Quarterly
FAST,"20230426",0.3478,0.3478,"20230427","20230525","20230412",Quarterly
FAST,"20221026",0.3081,0.3081,"20221027","20221123","20221012",Quarterly
FBIN,"20240523",0.24,0.24,"20240524","20240612","20240507",Quarterly
FBIN,"20220825",0.27998,0.2393,"20220826","20220914","20220722",Quarterly
FBIN,"20230525",0.23,0.23,"20230526","20230714","20230515",Quarterly
FBIN,"20221123",0.27998,0.2393,"20221125","20221214","20220928",Quarterly
FBIN,"20231122",0.23,0.23,"20231124","20231213","20230918",Quarterly
FBIN,"20240222",0.24,0.24,"20240223","20240313","20231212",Quarterly
FBIN,"20230223",0.23,0.23,"20230224","20230315","20221213",Quarterly
FBIN,"20230824",0.23,0.23,"20230825","20230913","20230731",Quarterly
FBIZ,"20240207",0.25,0.25,"20240208","20240221","20240126",Quarterly
FBIZ,"20240808",0.25,0.25,"20240808","20240821","20240729",Quarterly
FBIZ,"20230505",0.2275,0.2275,"20230508","20230518","20230428",Quarterly
FBIZ,"20240508",0.25,0.25,"20240509","20240522","20240429",Quarterly
FBIZ,"20231103",0.2275,0.2275,"20231106","20231116","20231030",Quarterly
FBIZ,"20230203",0.2275,0.2275,"20230206","20230216","20230127",Quarterly
FBIZ,"20230804",0.2275,0.2275,"20230807","20230817","20230728",Quarterly
FBIZ,"20221104",0.1975,0.1975,"20221107","20221117","20221028",Quarterly
FBK,"20231106",0.15,0.15,"20231107","20231121","20231027",Quarterly
FBK,"20240212",0.17,0.17,"20240213","20240227","20240131",Quarterly
FBK,"20240806",0.17,0.17,"20240806","20240820","20240726",Quarterly
FBK,"20240513",0.17,0.17,"20240514","20240528","20240501",Quarterly
