"bse_dt","tck_iem_cd","ifw_ofw_dit_cd","ifw_ofw_tck_cd","ifw_ofw_amt_wht_rt","ifw_ofw_rnk"
"20240621",DIS         ,"02",AMD         ,35.43,2
"20240621",DIS         ,"02",U           ,38.54,1
"20240620",DIS         ,"02",PHO         ,65.93,1
"20240620",DIS         ,"02",QCOM        ,22.55,2
"20240620",DIS         ,"02",NNE         ,11.52,3
"20240724",DIS         ,"02",TSLL        ,100.00,1
"20240708",DIS         ,"02",NVO         ,100.00,1
"20240701",DIS         ,"02",PAVE        ,31.83,1
"20240701",DIS         ,"02",WOLF        ,29.35,2
"20240701",DIS         ,"02",DLTR        ,27.54,3
"20240729",DIS         ,"02",LCID        ,100.00,1
"20240701",DIS         ,"02",WBTN        ,5.89,4
"20240701",DIS         ,"02",CMG         ,5.39,5
"20240614",DIS         ,"02",GOOGL       ,72.99,1
"20240614",DIS         ,"02",NVDA        ,27.01,2
"20240816",DIS         ,"01",CMCSA       ,7.58,3
"20240715",DIS         ,"01",NVDA        ,31.63,2
"20240618",DIS         ,"01",DELL        ,19.36,1
"20240703",DIS         ,"01",AMD         ,46.86,1
"20240618",DIS         ,"01",VOO         ,14.31,2
"20240716",DIS         ,"01",EMWPF       ,0.01,5
"20240618",DIS         ,"01",MA          ,6.38,5
"20240618",DIS         ,"01",INTC        ,8.95,4
"20240823",DIS         ,"01",AMC         ,100.00,1
"20240618",DIS         ,"01",SBUX        ,11.42,3
"20240703",DIS         ,"01",ORCL        ,42.52,2
"20240703",DIS         ,"01",INTC        ,9.16,3
"20240813",DIS         ,"01",BRZU        ,100.00,1
"20240703",DIS         ,"01",AAGR        ,1.46,4
"20240711",DIS         ,"01",FRES        ,0.00,3
"20240711",DIS         ,"01",LGVN        ,0.03,2
"20240711",DIS         ,"01",TSLA        ,99.97,1
"20240716",DIS         ,"01",SOXL        ,37.64,1
"20240604",DIS         ,"01",AA          ,100.00,1
"20240716",DIS         ,"01",AA          ,22.93,2
"20240730",DIS         ,"01",BB          ,45.60,1
"20240812",DIS         ,"01",SOXS        ,5.15,5
"20240812",DIS         ,"01",WBTN        ,7.26,4
"20240812",DIS         ,"01",OXY         ,20.61,3
"20240730",DIS         ,"01",BNKU        ,32.82,2
"20240730",DIS         ,"01",TSLA        ,21.58,3
"20240812",DIS         ,"01",XOM         ,20.75,2
"20240812",DIS         ,"01",V           ,45.74,1
"20240807",DIS         ,"01",FTCI        ,0.25,4
"20240807",DIS         ,"01",MSOX        ,1.31,3
"20240807",DIS         ,"01",SPWR        ,6.78,2
"20240605",DIS         ,"01",KORU        ,57.94,1
"20240605",DIS         ,"01",AMD         ,42.06,2
"20240731",DIS         ,"01",SBUX        ,30.94,2
"20240731",DIS         ,"01",JNJ         ,69.06,1
"20240702",DIS         ,"01",TSLA        ,3.20,4
"20240702",DIS         ,"01",GIS         ,10.24,3
"20240702",DIS         ,"01",BITU        ,36.75,2
"20240702",DIS         ,"01",MARA        ,49.81,1
"20240820",DIS         ,"01",MSFT        ,44.31,1
"20240820",DIS         ,"01",ML          ,2.37,5
"20240613",DIS         ,"01",PRST        ,52.74,1
"20240613",DIS         ,"01",AGRI        ,47.26,2
"20240820",DIS         ,"01",GM          ,6.00,4
"20240709",DIS         ,"01",HSY         ,100.00,1
"20240726",DIS         ,"01",TQQQ        ,100.00,1
"20240821",DIS         ,"01",WBTN        ,100.00,1
"20240716",DIS         ,"01",MCD         ,21.35,3
"20240716",DIS         ,"01",DLTR        ,18.06,4
"20240619",DIS         ,"01",NVTAQ       ,100.00,1
"20240820",DIS         ,"01",JMIA        ,10.52,3
"20240820",DIS         ,"01",SOXX        ,36.72,2
"20240712",DIS         ,"01",LIT         ,1.20,3
"20240712",DIS         ,"01",MCD         ,15.01,2
"20240712",DIS         ,"01",AAPL        ,83.79,1
"20240806",DIS         ,"01",NVDA        ,100.00,1
"20240715",DIS         ,"01",U           ,68.37,1
"20240816",DIS         ,"01",MGA         ,2.56,5
"20240816",DIS         ,"01",INTC        ,5.29,4
"20240625",DIS         ,"01",KO          ,32.21,2
"20240816",DIS         ,"01",SOXL        ,46.72,1
"20240816",DIS         ,"01",NVDA        ,37.52,2
"20240625",DIS         ,"01",HDB         ,67.79,1
"20240807",DIS         ,"01",AVGO        ,91.66,1
"20240528",DIS         ,"01",GOOGL       ,100.00,1
"20240814",DIS         ,"01",NVDL        ,65.85,1
"20240808",DIS         ,"01",AAPL        ,23.17,3
"20240808",DIS         ,"01",SSYS        ,3.62,4
"20240826",DIS         ,"01",MMM         ,26.81,2
"20240704",DIS         ,"01",NVDA        ,100.00,1
"20240530",DIS         ,"01",DJT         ,100.00,1
"20240719",DIS         ,"01",MSFT        ,92.36,1
"20240719",DIS         ,"01",GM          ,7.62,2
"20240719",DIS         ,"01",PLUG        ,0.02,3
"20240802",DIS         ,"01",TSM         ,42.75,2
"20240802",DIS         ,"01",AAPL        ,57.25,1
"20240819",DIS         ,"01",LABU        ,85.25,1
"20240819",DIS         ,"01",CONY        ,10.47,2
"20240819",DIS         ,"01",QLD         ,4.28,3
"20240710",DIS         ,"01",SOXL        ,76.64,1
"20240805",DIS         ,"01",ALB         ,45.26,2
"20240808",DIS         ,"01",TSLA        ,3.20,5
"20240826",DIS         ,"01",TSLA        ,73.19,1
"20240814",DIS         ,"01",SBUX        ,29.77,2
"20240814",DIS         ,"01",UPRO        ,1.81,3
"20240710",DIS         ,"01",BITI        ,23.36,2
"20240814",DIS         ,"01",TQQQ        ,1.53,4
"20240814",DIS         ,"01",BABA        ,1.04,5
"20240612",DIS         ,"01",UPRO        ,20.21,2
"20240612",DIS         ,"01",TQQQ        ,79.79,1
"20240809",DIS         ,"01",U           ,8.84,5
"20240809",DIS         ,"01",NVO         ,10.81,4
"20240725",DIS         ,"01",BABX        ,1.77,2
"20240725",DIS         ,"01",NVDL        ,98.23,1
"20240624",DIS         ,"01",AAPL        ,56.19,1
"20240624",DIS         ,"01",NVDA        ,43.81,2
"20240722",DIS         ,"01",ONL         ,81.86,1
"20240722",DIS         ,"01",SBUX        ,15.18,2
"20240722",DIS         ,"01",NKE         ,2.96,3
"20240801",DIS         ,"01",PLTR        ,5.39,2
"20240801",DIS         ,"01",META        ,94.61,1
"20240808",DIS         ,"01",U           ,30.95,2
"20240808",DIS         ,"01",NVDL        ,36.84,1
"20240617",DIS         ,"01",TQQQ        ,100.00,1
"20240614",DIS         ,"01",NVT         ,100.00,1
"20240809",DIS         ,"01",F           ,46.50,1
"20240809",DIS         ,"01",QCOM        ,14.15,2
"20240805",DIS         ,"01",SBUX        ,54.74,1
"20240809",DIS         ,"01",MRNA        ,11.09,3
"20240607",DIS         ,"01",UBER        ,97.98,1
"20240610",DIS         ,"01",ABNB        ,92.76,1
"20240610",DIS         ,"01",ILMN        ,7.24,2
"20240607",DIS         ,"01",HUMA        ,2.02,2
"20240708",DIS         ,"01",TSLA        ,12.83,3
"20240724",DIS         ,"01",MSFT        ,6.72,5
"20240724",DIS         ,"01",QQQM        ,9.03,4
"20240724",DIS         ,"01",AMZN        ,18.00,3
"20240724",DIS         ,"01",PEP         ,29.24,2
"20240724",DIS         ,"01",WFC         ,35.88,1
"20240708",DIS         ,"01",NKE         ,39.18,2
"20240708",DIS         ,"01",BA          ,47.99,1
"20240614",DISO        ,"02",TPOR        ,33.26,2
"20240614",DISO        ,"02",KORU        ,34.02,1
"20240723",DISO        ,"02",O           ,83.09,1
"20240723",DISO        ,"02",JOBY        ,9.34,2
"20240723",DISO        ,"02",TSL         ,7.57,3
"20240617",DISO        ,"02",IDV         ,46.42,1
"20240617",DISO        ,"02",PYPY        ,27.80,2
"20240617",DISO        ,"02",MFIC        ,25.78,3
"20240614",DISO        ,"02",BITX        ,32.72,3
"20240528",DISO        ,"01",KORU        ,100.00,1
"20240625",DISO        ,"01",TNA         ,100.00,1
"20240801",DIV         ,"02",SOXL        ,100.00,1
"20240626",DIV         ,"02",JEPI        ,100.00,1
"20240718",DIV         ,"02",IEF         ,100.00,1
"20240627",DIV         ,"01",TSLA        ,100.00,1
"20240710",DKNG        ,"02",USB         ,52.52,1
"20240701",DKNG        ,"02",AMZN        ,100.00,1
"20240531",DKNG        ,"02",TLRY        ,60.19,1
"20240531",DKNG        ,"02",PATH        ,39.81,2
"20240819",DKNG        ,"02",FOUR        ,100.00,1
"20240614",DKNG        ,"02",IOT         ,100.00,1
"20240719",DKNG        ,"02",VRT         ,100.00,1
"20240805",DKNG        ,"02",ARM         ,9.06,4
"20240805",DKNG        ,"02",QCOM        ,25.44,2
"20240802",DKNG        ,"02",QQQY        ,100.00,1
"20240621",DKNG        ,"02",TOST        ,15.98,5
"20240805",DKNG        ,"02",FLNC        ,12.89,3
"20240621",DKNG        ,"02",RKLB        ,19.54,4
"20240805",DKNG        ,"02",GEV         ,52.61,1
"20240621",DKNG        ,"02",ARBE        ,20.01,3
"20240621",DKNG        ,"02",BLDE        ,20.10,2
"20240621",DKNG        ,"02",HIMX        ,24.37,1
"20240710",DKNG        ,"02",LGVN        ,0.25,3
"20240710",DKNG        ,"02",ANF         ,47.22,2
"20240715",DKNG        ,"02",ABBV        ,89.81,1
"20240715",DKNG        ,"02",ALTM        ,10.19,2
"20240730",DKNG        ,"01",AA          ,28.19,2
"20240730",DKNG        ,"01",TGT         ,71.81,1
"20240715",DKNG        ,"01",ABR         ,100.00,1
"20240618",DKNG        ,"01",PGX         ,100.00,1
"20240619",DKNG        ,"01",ARQT        ,100.00,1
"20240718",DKNG        ,"01",MDB         ,100.00,1
"20240613",DKNG        ,"01",UVIX        ,100.00,1
"20240610",DKNG        ,"01",ILMN        ,100.00,1
"20240724",DKNG        ,"01",SNPS        ,28.80,2
"20240530",DKNG        ,"01",CADL        ,10.69,2
"20240704",DKNG        ,"01",NKE         ,100.00,1
"20240724",DKNG        ,"01",CDNS        ,28.14,3
"20240530",DKNG        ,"01",DOCU        ,89.31,1
"20240724",DKNG        ,"01",VRT         ,43.06,1
"20240805",DLR         ,"02",AAPL        ,100.00,1
"20240719",DLR         ,"02",IWM         ,100.00,1
"20240605",DLR         ,"02",XLV         ,84.93,1
"20240712",DLR         ,"02",XLE         ,0.26,2
"20240712",DLR         ,"02",SOXL        ,99.74,1
"20240605",DLR         ,"02",OZEM        ,15.07,2
"20240703",DLR         ,"01",TSLA        ,100.00,1
"20240718",DLR         ,"01",TSM         ,2.32,4
"20240718",DLR         ,"01",ABR         ,17.07,2
"20240718",DLR         ,"01",QQQI        ,65.91,1
"20240718",DLR         ,"01",NVDY        ,13.35,3
"20240718",DLR         ,"01",BRO         ,1.16,5
"20240715",DNA         ,"01",JAZZ        ,22.02,2
"20240715",DNA         ,"01",RBOT        ,59.51,1
"20240716",DNA         ,"01",SIFY        ,20.83,2
"20240604",DNA         ,"01",LULU        ,100.00,1
"20240716",DNA         ,"01",BDRX        ,2.75,5
"20240716",DNA         ,"01",AMD         ,9.43,3
"20240715",DNA         ,"01",SMCI        ,18.47,3
"20240718",DNA         ,"01",TECS        ,32.67,1
"20240718",DNA         ,"01",NVDQ        ,23.89,2
"20240703",DNA         ,"01",GWAV        ,84.81,1
"20240816",DNA         ,"01",TSLA        ,98.93,1
"20240816",DNA         ,"01",HUGE        ,0.83,2
"20240618",DNA         ,"01",STNE        ,65.71,1
"20240716",DNA         ,"01",MGRX        ,57.66,1
"20240618",DNA         ,"01",PZZA        ,25.27,2
"20240816",DNA         ,"01",GOVX        ,0.24,3
"20240702",DNA         ,"01",CDNA        ,100.00,1
"20240730",DNA         ,"01",WULF        ,16.92,3
"20240730",DNA         ,"01",CIFR        ,17.57,2
"20240730",DNA         ,"01",NVAX        ,65.51,1
"20240718",DNA         ,"01",MAXN        ,22.85,3
"20240718",DNA         ,"01",HUGE        ,20.60,4
"20240821",DNA         ,"01",ARCT        ,0.88,5
"20240703",DNA         ,"01",VHAI        ,1.61,3
"20240821",DNA         ,"01",NVO         ,2.21,4
"20240821",DNA         ,"01",TQQQ        ,4.08,3
"20240821",DNA         ,"01",CROX        ,18.24,2
"20240821",DNA         ,"01",AMZN        ,72.93,1
"20240703",DNA         ,"01",OXY         ,13.58,2
"20240716",DNA         ,"01",MU          ,6.94,4
"20240618",DNA         ,"01",WEN         ,9.03,3
"20240723",DNA         ,"01",GOVX        ,6.25,5
"20240607",DNA         ,"01",QCOM        ,100.00,1
"20240528",DNA         ,"01",AAPL        ,66.84,1
"20240528",DNA         ,"01",QQQM        ,33.16,2
"20240610",DNA         ,"01",NVTAQ       ,100.00,1
"20240724",DNA         ,"01",PRCH        ,98.06,1
"20240530",DNA         ,"01",MAXN        ,21.89,2
"20240717",DNA         ,"01",FFIE        ,100.00,1
"20240826",DNA         ,"01",ACHR        ,100.00,1
"20240530",DNA         ,"01",LGO         ,60.08,1
"20240626",DNA         ,"01",MU          ,100.00,1
"20240530",DNA         ,"01",YSG         ,6.05,4
"20240723",DNA         ,"01",U           ,26.55,2
"20240723",DNA         ,"01",RBLX        ,27.15,1
"20240530",DNA         ,"01",JDST        ,2.42,5
"20240530",DNA         ,"01",STSS        ,8.38,3
"20240724",DNA         ,"01",FOA         ,1.94,2
"20240723",DNA         ,"01",MSFU        ,24.55,3
"20240723",DNA         ,"01",VTNR        ,6.64,4
"20240725",DNA         ,"02",LABD        ,4.06,3
"20240708",DNA         ,"02",DM          ,100.00,1
"20240701",DNA         ,"02",OPEN        ,100.00,1
"20240717",DNA         ,"02",GRDI        ,43.29,1
"20240717",DNA         ,"02",ABVE        ,24.32,2
"20240717",DNA         ,"02",BA          ,6.32,4
"20240717",DNA         ,"02",NEE         ,2.44,5
"20240717",DNA         ,"02",FAAS        ,11.20,3
"20240724",DNA         ,"02",AMIX        ,95.66,1
"20240724",DNA         ,"02",MIRA        ,4.11,2
"20240802",DNA         ,"02",TSLT        ,100.00,1
"20240725",DNA         ,"02",NYCB        ,59.66,1
"20240724",DNA         ,"02",WBUY        ,0.23,3
"20240725",DNA         ,"02",OTLY        ,36.29,2
"20240820",DNA         ,"02",FXY         ,23.58,2
"20240715",DNA         ,"02",PEGY        ,100.00,1
"20240613",DNA         ,"02",AMKR        ,4.65,3
"20240613",DNA         ,"02",LULU        ,40.48,2
"20240613",DNA         ,"02",CVS         ,54.87,1
"20240827",DNA         ,"02",MRNA        ,100.00,1
"20240709",DNA         ,"02",INTC        ,77.06,1
"20240709",DNA         ,"02",TSLT        ,22.94,2
"20240820",DNA         ,"02",PL          ,28.71,1
"20240820",DNA         ,"02",DIS         ,10.10,5
"20240820",DNA         ,"02",CAVA        ,10.64,4
"20240813",DNA         ,"02",ONON        ,100.00,1
"20240820",DNA         ,"02",VFC         ,16.39,3
"20240719",DNUT        ,"01",QSI         ,21.68,2
"20240719",DNUT        ,"01",SMXT        ,21.67,3
"20240719",DNUT        ,"01",GRAL        ,19.50,4
"20240612",DNUT        ,"01",MU          ,100.00,1
"20240628",DNUT        ,"01",NVDA        ,100.00,1
"20240719",DNUT        ,"01",NKLA        ,15.41,5
"20240617",DNUT        ,"01",TSM         ,29.06,2
"20240617",DNUT        ,"01",NVDA        ,21.78,3
"20240617",DNUT        ,"01",TQQQ        ,49.15,1
"20240719",DNUT        ,"01",AGL         ,21.75,1
"20240711",DNUT        ,"01",MSGE        ,12.96,2
"20240711",DNUT        ,"01",MDXG        ,87.04,1
"20240712",DNUT        ,"02",INTC        ,100.00,1
"20240716",DNUT        ,"02",TSLL        ,100.00,1
"20240731",DNUT        ,"02",USCB        ,35.73,2
"20240731",DNUT        ,"02",PNTG        ,21.63,3
"20240731",DNUT        ,"02",ATUS        ,42.64,1
"20240605",DNUT        ,"02",NVDL        ,100.00,1
"20240620",DNUT        ,"02",RDDT        ,100.00,1
"20240617",DNUT        ,"02",NEE         ,14.75,2
"20240617",DNUT        ,"02",SMCI        ,85.25,1
"20240610",DOCN        ,"02",BWXT        ,100.00,1
"20240611",DOCN        ,"02",NVTAQ       ,100.00,1
"20240717",DOW         ,"01",AWR         ,1.34,4
"20240717",DOW         ,"01",NWN         ,2.30,3
"20240801",DOW         ,"01",IWM         ,94.54,1
"20240722",DOW         ,"01",BHIL        ,100.00,1
"20240704",DOW         ,"01",CSCO        ,100.00,1
"20240801",DOW         ,"01",KO          ,5.46,2
"20240717",DOW         ,"01",AGNC        ,4.50,2
"20240717",DOW         ,"01",TLT         ,91.86,1
"20240711",DOW         ,"01",CONY        ,22.63,3
"20240711",DOW         ,"01",O           ,10.43,4
"20240712",DOW         ,"01",AMZN        ,100.00,1
"20240613",DOW         ,"01",MSFT        ,83.93,1
"20240613",DOW         ,"01",AAPL        ,16.07,2
"20240821",DOW         ,"01",KO          ,100.00,1
"20240715",DOW         ,"01",TMF         ,100.00,1
"20240711",DOW         ,"01",TQQQ        ,3.26,5
"20240703",DOW         ,"01",O           ,100.00,1
"20240711",DOW         ,"01",NVDY        ,33.92,1
"20240711",DOW         ,"01",MSTY        ,29.76,2
"20240802",DOW         ,"02",QQQ         ,100.00,1
"20240617",DOW         ,"02",SOXL        ,24.19,2
"20240617",DOW         ,"02",NVDA        ,75.81,1
"20240822",DOW         ,"02",LLY         ,100.00,1
"20240718",DOW         ,"02",EXC         ,100.00,1
"20240715",DOW         ,"02",JEPQ        ,100.00,1
"20240715",DOX         ,"02",EPR         ,34.18,1
"20240715",DOX         ,"02",ADM         ,33.97,2
"20240715",DOX         ,"02",PFE         ,31.84,3
"20240717",DOX         ,"02",TSLL        ,100.00,1
"20240723",DPST        ,"01",BITX        ,100.00,1
"20240610",DPST        ,"01",TQQQ        ,77.69,1
"20240808",DPST        ,"01",SOXL        ,100.00,1
"20240724",DPST        ,"01",BRCC        ,4.19,2
"20240531",DPST        ,"01",NAIL        ,46.31,1
"20240717",DPST        ,"01",SOUN        ,3.18,5
"20240717",DPST        ,"01",MSFT        ,5.30,4
"20240717",DPST        ,"01",TEAM        ,8.41,3
"20240627",DPST        ,"01",KOLD        ,100.00,1
"20240717",DPST        ,"01",AVGO        ,28.04,2
"20240717",DPST        ,"01",SOXL        ,52.46,1
"20240531",DPST        ,"01",CAVA        ,20.71,2
"20240531",DPST        ,"01",RVSN        ,12.23,3
"20240621",DPST        ,"01",LABU        ,100.00,1
"20240531",DPST        ,"01",DXYZ        ,9.09,4
"20240531",DPST        ,"01",DRV         ,5.62,5
"20240724",DPST        ,"01",TSLL        ,3.21,3
"20240607",DPST        ,"01",SOXL        ,34.63,1
"20240826",DPST        ,"01",SOXL        ,22.09,3
"20240611",DPST        ,"01",SOXL        ,43.10,2
"20240826",DPST        ,"01",FNGU        ,28.65,2
"20240826",DPST        ,"01",CRWD        ,49.26,1
"20240530",DPST        ,"01",TMF         ,67.73,1
"20240528",DPST        ,"01",FFIE        ,79.56,1
"20240611",DPST        ,"01",BULZ        ,56.90,1
"20240805",DPST        ,"01",VZ          ,18.64,2
"20240725",DPST        ,"01",UNH         ,59.97,1
"20240607",DPST        ,"01",TNA         ,31.24,2
"20240607",DPST        ,"01",TSLL        ,30.84,3
"20240628",DPST        ,"01",BULZ        ,100.00,1
"20240610",DPST        ,"01",LULU        ,21.29,2
"20240708",DPST        ,"01",SOXL        ,100.00,1
"20240530",DPST        ,"01",SOXS        ,32.27,2
"20240614",DPST        ,"01",SOXL        ,84.98,1
"20240607",DPST        ,"01",DIS         ,1.88,4
"20240607",DPST        ,"01",TNXP        ,1.41,5
"20240528",DPST        ,"01",URTY        ,15.79,2
"20240617",DPST        ,"01",TMF         ,14.14,4
"20240614",DPST        ,"01",IONQ        ,9.59,2
"20240802",DPST        ,"01",UPRO        ,50.52,1
"20240802",DPST        ,"01",SOXL        ,24.65,2
"20240802",DPST        ,"01",BITX        ,22.69,3
"20240614",DPST        ,"01",AMGN        ,2.90,3
"20240614",DPST        ,"01",CCJ         ,2.53,4
"20240802",DPST        ,"01",TSM         ,2.14,4
"20240724",DPST        ,"01",NVDA        ,92.60,1
"20240805",DPST        ,"01",O           ,28.36,1
"20240710",DPST        ,"01",TSLA        ,1.53,2
"20240809",DPST        ,"01",SSG         ,73.54,1
"20240809",DPST        ,"01",SQQQ        ,25.36,2
"20240805",DPST        ,"01",PFE         ,9.99,5
"20240809",DPST        ,"01",SBIT        ,1.11,3
"20240610",DPST        ,"01",TSLZ        ,1.02,3
"20240805",DPST        ,"01",JNJ         ,15.72,4
"20240528",DPST        ,"01",BDSX        ,3.88,3
"20240626",DPST        ,"01",TSLT        ,100.00,1
"20240805",DPST        ,"01",MCD         ,17.52,3
"20240710",DPST        ,"01",NVDL        ,98.47,1
"20240719",DPST        ,"01",UTSL        ,100.00,1
"20240617",DPST        ,"01",OXY         ,23.34,3
"20240617",DPST        ,"01",PLTR        ,28.39,2
"20240528",DPST        ,"01",PFE         ,0.77,4
"20240617",DPST        ,"01",TSLA        ,34.13,1
"20240722",DPST        ,"01",TNA         ,100.00,1
"20240801",DPST        ,"01",CRWD        ,100.00,1
"20240725",DPST        ,"01",TSLA        ,5.33,4
"20240725",DPST        ,"01",ASML        ,13.45,3
"20240725",DPST        ,"01",PFE         ,21.26,2
"20240618",DPST        ,"01",MMM         ,42.67,1
"20240712",DPST        ,"01",FNGU        ,56.11,1
"20240618",DPST        ,"01",ZPTA        ,4.26,4
"20240618",DPST        ,"01",PLTR        ,3.83,5
"20240619",DPST        ,"01",DIS         ,100.00,1
"20240603",DPST        ,"01",BNKU        ,42.58,2
"20240529",DPST        ,"01",IONQ        ,85.42,1
"20240822",DPST        ,"01",NVDU        ,10.66,3
"20240603",DPST        ,"01",SOXL        ,42.84,1
"20240703",DPST        ,"01",VKTX        ,1.37,2
"20240703",DPST        ,"01",TSLA        ,98.63,1
"20240529",DPST        ,"01",BULZ        ,10.72,2
"20240715",DPST        ,"01",MARA        ,37.88,1
"20240712",DPST        ,"01",LLY         ,3.77,4
"20240821",DPST        ,"01",ZIM         ,47.14,1
"20240822",DPST        ,"01",JNUG        ,4.57,5
"20240712",DPST        ,"01",AVGO        ,3.50,5
"20240712",DPST        ,"01",NRGU        ,4.41,3
"20240812",DPST        ,"01",SVIX        ,15.03,3
"20240807",DPST        ,"01",LABU        ,100.00,1
"20240709",DPST        ,"01",AAL         ,11.03,2
"20240812",DPST        ,"01",NVDX        ,6.19,4
"20240823",DPST        ,"01",LABU        ,68.71,1
"20240823",DPST        ,"01",KRE         ,30.81,2
"20240715",DPST        ,"01",NVDL        ,7.29,4
"20240715",DPST        ,"01",VMC         ,5.07,5
"20240613",DPST        ,"01",MIRA        ,0.02,3
"20240823",DPST        ,"01",MSTX        ,0.48,3
"20240812",DPST        ,"01",TECL        ,6.18,5
"20240712",DPST        ,"01",TSM         ,7.66,2
"20240731",DPST        ,"01",LABU        ,65.60,1
"20240731",DPST        ,"01",TNA         ,34.40,2
"20240827",DPST        ,"01",SOXS        ,51.21,1
"20240813",DPST        ,"01",UPRO        ,100.00,1
"20240718",DPST        ,"01",BYND        ,2.06,5
"20240605",DPST        ,"01",TSM         ,1.12,5
"20240605",DPST        ,"01",KORU        ,2.72,4
"20240726",DPST        ,"01",FNGD        ,37.64,2
"20240718",DPST        ,"01",SHOP        ,2.28,4
"20240613",DPST        ,"01",TSLL        ,21.49,2
"20240613",DPST        ,"01",TSLA        ,78.48,1
"20240827",DPST        ,"01",SQQQ        ,40.34,2
"20240726",DPST        ,"01",SOXS        ,62.36,1
"20240711",DPST        ,"01",CONL        ,100.00,1
"20240827",DPST        ,"01",TSLZ        ,8.45,3
"20240822",DPST        ,"01",SOXL        ,59.20,1
"20240822",DPST        ,"01",BULZ        ,14.05,2
"20240709",DPST        ,"01",U           ,88.97,1
"20240605",DPST        ,"01",TQQQ        ,6.40,3
"20240605",DPST        ,"01",SOXL        ,15.83,2
"20240605",DPST        ,"01",SOFI        ,73.51,1
"20240718",DPST        ,"01",SOXS        ,14.45,3
"20240718",DPST        ,"01",TMF         ,18.15,2
"20240718",DPST        ,"01",HOOD        ,62.88,1
"20240603",DPST        ,"01",AZEK        ,4.06,3
"20240820",DPST        ,"01",ASTS        ,3.76,2
"20240820",DPST        ,"01",SOXL        ,96.24,1
"20240821",DPST        ,"01",MAGX        ,7.55,3
"20240821",DPST        ,"01",CENX        ,45.32,2
"20240715",DPST        ,"01",NEE         ,37.20,2
"20240822",DPST        ,"01",FNGO        ,7.15,4
"20240715",DPST        ,"01",SOXL        ,9.26,3
"20240603",DPST        ,"01",INDL        ,3.68,4
"20240603",DPST        ,"01",ACVA        ,3.61,5
"20240529",DPST        ,"01",BITQ        ,3.86,3
"20240812",DPST        ,"01",SVXY        ,29.05,2
"20240812",DPST        ,"01",NVDU        ,40.70,1
"20240716",DPST        ,"01",LABU        ,100.00,1
"20240618",DPST        ,"01",TSLL        ,12.31,3
"20240702",DPST        ,"01",TSLL        ,100.00,1
"20240618",DPST        ,"01",SOXS        ,36.93,2
"20240709",DPST        ,"02",TSLL        ,5.38,3
"20240709",DPST        ,"02",LLY         ,54.89,1
"20240709",DPST        ,"02",TMF         ,3.90,5
"20240711",DPST        ,"02",GOOG        ,2.09,5
"20240712",DPST        ,"02",BITX        ,100.00,1
"20240618",DPST        ,"02",LABU        ,0.88,3
"20240604",DPST        ,"02",COHR        ,28.82,1
"20240604",DPST        ,"02",AVGO        ,27.17,2
"20240604",DPST        ,"02",SMCI        ,15.84,3
"20240731",DPST        ,"02",WEBL        ,6.58,3
"20240731",DPST        ,"02",SOXL        ,28.53,2
"20240731",DPST        ,"02",CMG         ,64.89,1
"20240816",DPST        ,"02",CMG         ,0.82,4
"20240711",DPST        ,"02",INDA        ,3.82,4
"20240816",DPST        ,"02",GGLL        ,21.90,3
"20240816",DPST        ,"02",INTC        ,31.36,2
"20240816",DPST        ,"02",NVDL        ,45.92,1
"20240625",DPST        ,"02",BNKU        ,1.37,5
"20240625",DPST        ,"02",QCOM        ,1.44,4
"20240625",DPST        ,"02",NVDY        ,2.65,3
"20240625",DPST        ,"02",SOXL        ,7.07,2
"20240625",DPST        ,"02",AVGO        ,85.74,1
"20240604",DPST        ,"02",VST         ,11.50,4
"20240604",DPST        ,"02",MU          ,10.54,5
"20240715",DPST        ,"02",VKTX        ,62.42,1
"20240715",DPST        ,"02",TSLQ        ,21.77,2
"20240715",DPST        ,"02",SOXL        ,7.47,3
"20240715",DPST        ,"02",GOOGL       ,4.32,4
"20240715",DPST        ,"02",FAS         ,2.57,5
"20240726",DPST        ,"02",SOXL        ,93.71,1
"20240726",DPST        ,"02",TQQQ        ,3.97,2
"20240716",DPST        ,"02",NVDL        ,40.83,1
"20240726",DPST        ,"02",FBL         ,2.32,3
"20240823",DPST        ,"02",MSFX        ,1.57,3
"20240529",DPST        ,"02",RVSN        ,61.77,1
"20240823",DPST        ,"02",UAL         ,26.61,2
"20240529",DPST        ,"02",QQQM        ,38.23,2
"20240709",DPST        ,"02",META        ,31.65,2
"20240823",DPST        ,"02",LABU        ,71.82,1
"20240716",DPST        ,"02",BITU        ,20.86,2
"20240716",DPST        ,"02",VMC         ,13.97,3
"20240603",DPST        ,"02",SMR         ,37.47,1
"20240730",DPST        ,"02",IREN        ,100.00,1
"20240711",DPST        ,"02",TSLZ        ,54.11,1
"20240711",DPST        ,"02",AVGO        ,30.34,2
"20240619",DPST        ,"02",AAPU        ,0.97,5
"20240619",DPST        ,"02",TLT         ,1.35,4
"20240619",DPST        ,"02",NVDA        ,1.94,3
"20240619",DPST        ,"02",TSLA        ,2.64,2
"20240619",DPST        ,"02",LABU        ,91.35,1
"20240716",DPST        ,"02",NYCB        ,13.62,4
"20240716",DPST        ,"02",CAT         ,9.51,5
"20240821",DPST        ,"02",TMF         ,96.23,1
"20240821",DPST        ,"02",OPEN        ,2.09,2
"20240821",DPST        ,"02",TSLL        ,1.68,3
"20240711",DPST        ,"02",TMF         ,6.19,3
